Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2016-03-30,2016,Budapest VIII. kerület,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4923777777778,19.0611444444444,0,1,1,2,POINT (651032.2720881047 238715.51870252108),jármű-jármű, Múzeum körút
2016-04-04,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4911277777778,19.0709916666667,0,0,1,2,POINT (651774.3092428056 238576.7157614268),gyalogos, József körút  Józsefváros
2016-04-05,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4956861111111,19.0842722222222,0,0,1,2,POINT (652774.8035124071 239083.86153435794),jármű-jármű,Fiumei út
2016-04-06,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4887361111111,19.0965388888889,0,1,1,2,POINT (653699.5244955537 238311.68862518683),gyalogos,250-es épület  Kőbányai út
2016-04-06,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.47948611111111,19.0903305555556,0,0,1,2,POINT (653232.2381113856 237283.05193695772),jármű-jármű,Nagyvárad tér M  Orczy út
2016-04-09,2016,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4944527777778,19.0708472222222,0,0,1,1,POINT (651763.3196381044 238946.37025737448),jármű-jármű, József körút
2016-04-11,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.48928888888891,19.0743527777778,0,1,0,2,POINT (652027.645464002 238372.3551125105),gyalogos,[' Kis Stáció utca']
2016-04-15,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4920777777778,19.0780722222222,0,0,1,1,POINT (652307.8083692562 238682.50935574237),gyalogos,"[' József utca', ' Józsefváros']"
2016-04-18,2016,Budapest VIII. kerület,halálos,ütközés JOBBRÓL elinduló járművel,egyéb,megfelelő oldaltávolság hiánya,47.4893888888889,19.0781388888889,1,0,0,2,POINT (652312.9448574262 238383.57362136425),jármű-jármű,[' Baross utca']
2016-04-21,2016,Budapest VIII. kerület,súlyos sérüléses,Utasbalesetek,egyéb,egyéb,47.4939527777778,19.080625,0,1,0,2,POINT (652500.0781423609 238891.038627808),utasbaleset,"['42-44', ' Népszínház utca']"
2016-04-22,2016,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,egyéb,47.4888111111111,19.0831666666667,0,1,0,1,POINT (652691.8423430123 238319.4946030078),egy jármű,Príma  111  Baross utca
2016-04-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel kanyarban, a menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4959166666667,19.1040527777778,0,0,1,1,POINT (654265.1751635881 239110.36286920193),egy jármű,[' Hős utca']
2016-04-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935805555556,19.0710472222222,0,0,1,2,POINT (651778.4171099035 238849.40503939544),jármű-jármű, József körút
2016-04-24,2016,Budapest VIII. kerület,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4954472222222,19.0644916666667,0,0,1,1,POINT (651284.4188996758 239056.81093224187),egy jármű, Rákóczi út
2016-04-25,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4938555555556,19.0711194444444,0,0,2,2,POINT (651783.8501798678 238879.979799875),gyalogos,"[' József körút', ' Józsefváros']"
2016-04-26,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4922861111111,19.0835305555556,0,0,1,1,POINT (652719.090780136 238705.84042573694),gyalogos,"['Teleki téri piac vásárlói parkoló', ' 1-3', ' 19', ' Karácsony Sándor utca']"
2016-04-27,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4896638888889,19.0910194444444,0,0,1,2,POINT (653283.5447102168 238414.59386513868),jármű-jármű,['Fiumei út']
2016-04-29,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4893888888889,19.0781444444444,0,1,0,2,POINT (652313.3634972712 238383.57377972204),gyalogos, Baross utca
2016-04-29,2016,Budapest VIII. kerület,könnyű sérüléses,ütközés JOBBRÓL történő előzés közben,egyéb,megfelelő oldaltávolság hiánya,47.4868333333333,19.0850472222222,0,0,1,2,POINT (652833.6560716158 238099.67946402304),jármű-jármű, Illés utca
2016-05-02,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4806944444444,19.0931638888889,0,0,1,2,POINT (653445.7076935964 237417.5061183707),jármű-jármű,"['Novochem Kereskedelmi és Szolgáltató Kft.', ' 6', ' Orczy út']"
2016-05-04,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49525,19.0748027777778,0,0,1,2,POINT (652061.3329862342 239035.0941259605),jármű-jármű,"['Padlókirály', ' Népszínház utca', ' Józsefváros']"
2016-05-04,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4951055555556,19.0755111111111,0,0,1,2,POINT (652114.709196066 239019.05362225327),gyalogos,Zöldség-gyümölcs  Népszínház utca
2016-05-06,2016,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,egyéb,"figyelmetlen, gondatlan vezetés",47.4946722222222,19.0774666666667,0,1,0,1,POINT (652262.0723289788 238970.9302849691),egy jármű,II. János Pál pápa tér M  Népszínház utca
2016-05-06,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4896944444444,19.0909416666667,0,1,1,2,POINT (653277.6819419247 238417.98770269583),gyalogos,"['Orczy tér', ' Fiumei út']"
2016-05-14,2016,Budapest VIII. kerület,súlyos sérüléses,ütközés JOBBRÓL történő előzés közben,egyéb,egyéb,47.4980444444444,19.0755166666667,0,1,0,2,POINT (652115.0151757661 239345.78572781448),jármű-jármű,"['1/B', ' Luther utca']"
2016-05-17,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.499525,19.0844166666667,0,0,1,2,POINT (652785.4911524298 239510.65638320646),jármű-jármű, Kerepesi út
2016-05-23,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,POINT (651775.5136283527 238756.1405311049),gyalogos,Rákóczi tér M  József körút
2016-05-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, azonos irányba továbbhaladó  járművek ütközése, az egyik jármű JOBBRA  kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4865944444444,19.0927944444444,0,0,1,2,POINT (653417.4924916995 238073.42234177043),jármű-jármű,"['237-es épület', ' Orczy út']"
2016-05-25,2016,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4929583333333,19.0710277777778,0,0,1,3,POINT (651776.9718561741 238780.2289165254),jármű-jármű,"['Virág', ' Kölcsey utca']"
2016-05-27,2016,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4810361111111,19.0933194444444,0,1,0,2,POINT (653457.4097875301 237455.49755370978),gyalogos,"['Elnök utca', ' Orczy út']"
2016-05-27,2016,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4798111111111,19.0930222222222,0,0,1,2,POINT (653435.0864705668 237319.29561516264),jármű-jármű,"['Heim Pál Gyermekkórház', ' Nagyvárad tér', ' Szent László Kórház']"
2016-05-30,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4819444444444,19.104275,0,0,2,2,POINT (654283.0256595891 237557.01191027788),gyalogos,['Vajda Péter utca']
2016-05-30,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.48975,19.0742472222222,0,0,1,2,POINT (652019.6744550435 238423.61657631714),jármű-jármű,"[' Német utca', ' Józsefváros']"
2016-05-30,2016,Budapest VIII. kerület,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995361111111,19.0832972222222,0,1,0,2,POINT (652701.1508170594 239511.85359625908),jármű-jármű,Keleti pályaudvar M  Kerepesi út
2016-06-02,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4907805555556,19.0796333333333,0,1,1,1,POINT (652425.4974999053 238538.3360157804),gyalogos,[' Koszorú utca']
2016-06-03,2016,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4806361111111,19.0941555555556,0,0,1,2,POINT (653520.450945669 237411.06403040694),jármű-jármű, Elnök utca
2016-06-03,2016,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4809777777778,19.0933972222222,0,0,1,2,POINT (653463.2753879168 237449.01571327724),jármű-jármű,Elnök utca
2016-06-04,2016,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése, legalább az egyik résztvevő kanyarodik vagy megfordul",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.499675,19.0916916666667,0,0,2,2,POINT (653333.5859119607 239527.60953500195),jármű-jármű,['Kerepesi út']
2016-06-06,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),jármű-jármű,Könyves Kálmán körút  Szent László Kórház
2016-06-07,2016,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4891222222222,19.0804444444444,0,0,1,2,POINT (652486.6924814007 238353.99519991223),jármű-jármű, Baross utca
2016-06-07,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4866722222222,19.1070472222222,0,0,1,2,POINT (654491.5630510228 238082.77486592066),jármű-jármű, Kőbányai út
2016-06-08,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4862777777778,19.0905805555556,0,0,1,2,POINT (653250.6746451985 238038.12489896294),gyalogos,"[' Diószegi Sámuel utca', ' Orczy Fórum Városközpont']"
2016-06-09,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,egyéb,"figyelmetlen, gondatlan vezetés",47.48901666666669,19.0720888888889,0,0,1,1,POINT (651857.0585035807 238342.0369894925),jármű-jármű,[' Kisfaludy utca']
2016-06-09,2016,Budapest VIII. kerület,könnyű sérüléses,ütközés párhuzamosan egymás mellett haladó járművek között,egyéb,egyéb,47.4938527777778,19.06035,0,0,1,2,POINT (650972.3852647126 238879.49285177927),jármű-jármű,Múzeum körút
2016-06-09,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,egyéb,egyéb,47.4853444444444,19.0713083333333,0,0,1,2,POINT (651798.3579231979 237933.76011761738),jármű-jármű,[' Üllői út']
2016-06-12,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4894861111111,19.0620555555556,0,0,1,3,POINT (651100.980590368 238394.04862151848),gyalogos,Üllői út
2016-06-13,2016,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.49221666666669,19.0788222222222,0,1,0,2,POINT (652364.315905054 238697.97195283094),gyalogos,SZEMIR GYROS  28  Nagy Fuvaros utca  Józsefváros
2016-06-14,2016,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4991055555556,19.0780527777778,0,1,0,1,POINT (652306.0485546065 239463.8241369656),egy jármű,[' Rákóczi út']
2016-06-15,2016,Budapest VIII. kerület,könnyű sérüléses,ütközés tolató járművel,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4926361111111,19.0861555555556,0,0,1,2,POINT (652916.8685751667 238744.84352382921),jármű-jármű,[' Dobozi utca']
2016-06-21,2016,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4984944444444,19.0809111111111,0,0,1,2,POINT (652521.4273553194 239395.96876336407),jármű-jármű,[' Légszesz utca']
2016-06-22,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",egyéb,47.4995222222222,19.084975,0,0,1,2,POINT (652827.5565494112 239510.36700157638),jármű-jármű,Nemzeti Dohánybolt  Kerepesi út
2016-06-22,2016,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4945222222222,19.0770055555556,0,0,1,1,POINT (652227.3347522585 238954.24125441557),jármű-jármű,['Nagy Fuvaros utca']
2016-06-23,2016,Budapest VIII. kerület,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4975972222222,19.0723972222222,0,1,0,1,POINT (651880.0024556112 239295.98931168846),gyalogos,[' Rákóczi út']
2016-06-27,2016,Budapest VIII. kerület,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4943527777778,19.0604916666667,0,1,0,1,POINT (650983.0512087415 238935.08210152347),egy jármű,"['East-West Center Irodaház', ' 1-3', ' Rákóczi út']"
2016-06-29,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4962444444444,19.0704333333333,0,0,1,2,POINT (651732.0782501437 239145.55053422853),jármű-jármű,0809 - Blaha Lujza tér M (2062)  Blaha Lujza tér
2016-06-29,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49741388888891,19.1018722222222,0,0,1,2,POINT (654100.765796532 239276.70270606686),jármű-jármű,"['Magyar Képzőművészeti Egyetem Kollégiuma', ' 3/A', ' Stróbl Alajos utca']"
2016-07-02,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4927416666667,19.0710083333333,0,0,1,2,POINT (651775.5136283527 238756.1405311049),jármű-jármű,Rákóczi tér M  József körút
2016-07-04,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",egyéb,egyéb,47.4869694444444,19.0851472222222,0,0,1,2,POINT (652841.1848718964 238114.81514190644),gyalogos,['Illés Ház']
2016-07-05,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4865555555556,19.1074888888889,0,0,1,2,POINT (654524.8563950912 238069.82944261216),gyalogos,['Könyves Kálmán körút']
2016-07-05,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4872083333333,19.0923472222222,0,0,1,2,POINT (653383.7519886189 238141.65248325706),jármű-jármű,"[' Kőris utca', ' Orczy Fórum Városközpont']"
2016-07-05,2016,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4887222222222,19.0840666666667,0,0,1,2,POINT (652759.6672234342 238309.64277752288),gyalogos,[' Baross utca']
2016-07-06,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4903166666667,19.0831055555556,0,0,1,2,POINT (652687.1633109853 238486.87287593237),jármű-jármű,[' Dankó utca']
2016-07-07,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4995222222222,19.084975,0,0,1,2,POINT (652827.5565494112 239510.36700157638),jármű-jármű,Nemzeti Dohánybolt  Kerepesi út
2016-07-09,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.479875,19.1018472222222,0,0,3,2,POINT (654100.2111767204 237326.81422798536),jármű-jármű,"['57-59', ' Reguly Antal utca']"
2016-07-09,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4969,19.0699055555556,0,0,1,3,POINT (651692.2927220535 239218.4211599116),jármű-jármű,Blaha Lujza tér  Rákóczi út
2016-07-13,2016,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4995361111111,19.0832972222222,0,0,1,1,POINT (652701.1508170594 239511.85359625908),gyalogos,Keleti pályaudvar M  Kerepesi út
2016-07-14,2016,Budapest VIII. kerület,könnyű sérüléses,Egyéb szembe haladó járművek ütközése,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4901166666667,19.0703972222222,0,0,1,2,POINT (651729.5476294782 238464.29265401658),jármű-jármű,[' József körút']
2016-07-17,2016,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4962444444444,19.0704333333333,0,1,0,2,POINT (651732.0782501437 239145.55053422853),jármű-jármű,0809 - Blaha Lujza tér M (2062)  Blaha Lujza tér
2016-07-20,2016,Budapest VIII. kerület,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4858972222222,19.0926888888889,0,0,1,1,POINT (653409.5816633864 237995.90416433738),egy jármű,"[' Orczy út', ' Orczy Fórum Városközpont']"
2016-07-20,2016,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.488225,19.1005722222222,0,1,0,1,POINT (654003.4985314294 238255.06016554835),gyalogos,239-es épület  27  Kőbányai út
2016-07-20,2016,Budapest VIII. kerület,súlyos sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4768305555556,19.0956555555556,0,1,0,2,POINT (653633.7572099282 236988.04928420263),jármű-jármű,['Üllői út']
2016-07-21,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,egyéb,47.4835083333333,19.085225,0,0,1,2,POINT (652847.2265203119 237730.02893794046),jármű-jármű,"['Fitoland Fűvészkert Díszfaiskola', ' 2/C', ' Korányi Sándor utca', ' Orczy Fórum Városközpont']"
2016-07-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),jármű-jármű,Könyves Kálmán körút  Szent László Kórház
2016-07-23,2016,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4958916666667,19.0836,0,0,1,2,POINT (652724.1438735218 239106.6913228433),gyalogos,"['Nyugdíjbiztosítási Igazgatóság', ' 19', ' Fiumei út']"
2016-07-25,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4855972222222,19.0707583333333,0,0,2,3,POINT (651756.9014374017 237961.85077658613),jármű-jármű,"['Corvin-negyed M', ' Üllői út']"
2016-07-27,2016,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4944583333333,19.0609444444444,0,0,1,2,POINT (651017.1653047465 238946.8225684556),jármű-jármű,"['East-West Center Irodaház', ' 1-3', ' Rákóczi út']"
2016-07-30,2016,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4996305555556,19.0829194444444,0,0,1,2,POINT (652672.6841473966 239522.34092304917),jármű-jármű,Kerepesi út
2016-07-30,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4897472222222,19.0618416666667,0,0,6,2,POINT (651084.8580584422 238423.07492446236),jármű-jármű,"['Kálvin tér', ' Kálvin téri aluljáró']"
2016-07-30,2016,Budapest VIII. kerület,súlyos sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4904277777778,19.1087555555556,0,1,0,2,POINT (654619.9799032396 238500.39669250627),gyalogos,Hungária körút
2016-08-03,2016,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4830305555556,19.0933194444444,0,0,1,3,POINT (653457.2828558609 237677.22965963447),gyalogos,[' Orczy út']
2016-08-05,2016,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.48515,19.1064055555556,0,0,1,2,POINT (654443.3328923222 237913.50586528215),jármű-jármű,OMV  76  Könyves Kálmán körút
2016-08-06,2016,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4950527777778,19.0633194444444,0,0,1,3,POINT (651196.1042596432 239012.9411318729),jármű-jármű,[' Rákóczi út']
