Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2014-07-17,2014,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.479475,19.1015222222222,0,0,1,2,POINT (654075.7464755382 237282.3276673142),gyalogos,"['Allianz székház / K3 irodaház', ' 48-52', ' Könyves Kálmán körút']"
2014-07-19,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",kerékpáros nem adott elsőbbséget,47.4897027777778,19.0657083333333,0,0,1,1,POINT (651376.2305214072 238418.1904622158),jármű-jármű,"['Károlyi-Csekonics Palotaegyüttes', ' Reviczky utca']"
2014-07-20,2014,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4988027777778,19.0767,0,0,1,1,POINT (652204.1405601796 239430.1251391933),utasbaleset,[' Rákóczi út']
2014-07-21,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4947111111111,19.0758361111111,0,0,1,2,POINT (652139.2122786421 238975.20963846386),jármű-jármű,"[' Auróra utca', ' Józsefváros']"
2014-07-21,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4866944444444,19.0707388888889,0,0,1,2,POINT (651755.4015054412 238083.83405616664),jármű-jármű,[' Práter utca']
2014-07-22,2014,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4929722222222,19.0829694444444,0,0,1,2,POINT (652676.7769042776 238782.1002154493),gyalogos,"['Teleki téri piac', ' Teleki László tér']"
2014-07-24,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,egyéb,egyéb,47.4996166666667,19.0819972222222,0,0,1,1,POINT (652603.2040295135 239520.766700859),jármű-jármű,"['Keleti pályaudvar', ' Baross tér']"
2014-07-26,2014,Budapest VIII. kerület,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,egyéb,rosszullét,47.4766361111111,19.0992555555556,0,0,1,1,POINT (653905.1141236594 236966.60167211408),egy jármű,"['Ügyészség', ' Könyves Kálmán körút']"
2014-07-27,2014,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4903916666667,19.0702861111111,0,1,0,4,POINT (651721.1664555853 238494.86348642662),jármű-jármű,"['Krúdy Söröző', ' 47', ' József körút']"
2014-07-29,2014,Budapest VIII. kerület,könnyű sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4995361111111,19.1005833333333,0,0,1,2,POINT (654003.4990880501 239512.5761468067),jármű-jármű,['Kerepesi út']
2014-07-30,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező szembe haladó járművek ütközése, az egyik jármű JOBBRA kanyarodik",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4996777777778,19.089,0,0,1,2,POINT (653130.7941433537 239527.80998269742),jármű-jármű,Kerepesi út
2014-07-30,2014,Budapest VIII. kerület,könnyű sérüléses,ütközés kettős előzés közben,sebesség nem megfelelő alkalmazása,egyéb,47.4895916666667,19.0760972222222,0,0,1,2,POINT (652159.0867744066 238406.06128394636),jármű-jármű,['Baross utca']
2014-07-30,2014,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4854,19.1066277777778,0,0,1,2,POINT (654460.059179474 237941.3120198654),jármű-jármű,"['OMV', ' 76', ' Könyves Kálmán körút']"
2014-08-01,2014,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4966083333333,19.0687472222222,0,1,0,2,POINT (651605.027053941 239185.97184912546),jármű-jármű,['Rákóczi út']
2014-08-01,2014,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4892333333333,19.0876305555556,0,1,0,1,POINT (653028.1996622537 238366.59366988367),gyalogos,['Baross utca']
2014-08-02,2014,Budapest VIII. kerület,könnyű sérüléses,ütközés két jármű egyidejű forgalmi sávváltása közben,elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4995361111111,19.1005833333333,0,0,1,2,POINT (654003.4990880501 239512.5761468067),jármű-jármű,Kerepesi út
2014-08-03,2014,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4830444444444,19.0778333333333,0,0,1,3,POINT (652290.1836856932 237678.2212690643),jármű-jármű,"['Pasta Bistro', ' 83', ' Üllői út']"
2014-08-04,2014,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás  járművel kanyarban, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4876666666667,19.0787972222222,0,1,0,1,POINT (652362.6277099178 238192.12439426547),egy jármű,['Leonardo da Vinci köz']
2014-08-04,2014,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4755805555556,19.0985194444444,0,0,1,2,POINT (653849.7059840893 236849.21490126138),gyalogos,Nemzeti Dohánybolt  Népliget aluljáró  Szent László Kórház
2014-08-05,2014,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4893333333333,19.0863027777778,0,0,2,1,POINT (652928.1390833609 238377.6620358052),gyalogos,[' Karácsony Sándor utca']
2014-08-05,2014,Budapest VIII. kerület,könnyű sérüléses,ütközés JOBBRÓL elinduló járművel,"irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4875,19.0926583333333,0,0,1,2,POINT (653407.1784949431 238174.09171193023),jármű-jármű,['Orczy út']
2014-08-07,2014,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával azonos irányba.",gyalogosok hibája,tiltott helyen való áthaladás,47.4981722222222,19.0744027777778,0,0,1,2,POINT (652031.0869052819 239359.96314353627),gyalogos,[' Rákóczi út']
2014-08-09,2014,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.48895,19.0854277777778,0,0,1,1,POINT (652862.2233340389 238335.01345810603),gyalogos,"['Kálvária tér', ' Baross utca']"
2014-08-11,2014,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.488225,19.1005722222222,0,1,0,2,POINT (654003.4985314294 238255.06016554835),gyalogos,"['239-es épület', ' 27', ' Kőbányai út']"
2014-08-11,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,egyéb,47.4891222222222,19.0804444444444,0,0,1,2,POINT (652486.6924814007 238353.99519991223),jármű-jármű, Baross utca
2014-08-12,2014,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4944527777778,19.0708472222222,0,0,1,2,POINT (651763.3196381044 238946.37025737448),jármű-jármű,[' József körút']
2014-08-13,2014,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4961888888889,19.0709027777778,0,1,0,2,POINT (651767.4505048726 239139.38412406173),gyalogos, József körút  Józsefváros
2014-08-13,2014,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4776472222222,19.0933666666667,0,0,1,2,POINT (653461.1846924019 237078.7405849322),gyalogos,"['Emlékezet temploma', ' 88', ' Üllői út']"
2014-08-15,2014,Budapest VIII. kerület,súlyos sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4991777777778,19.0780722222222,0,1,0,2,POINT (652307.5104953093 239471.85402520132),jármű-jármű,[' Rákóczi út']
2014-08-22,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,elsőbbség meg nem adása,egyéb,47.4994444444444,19.0811083333333,0,0,1,2,POINT (652536.2425561169 239501.59156742963),jármű-jármű,[' Baross tér']
2014-08-22,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4857388888889,19.0852444444444,0,0,2,2,POINT (652848.5755848007 237978.01154598745),jármű-jármű,"['Fitoland Fűvészkert Díszfaiskola', ' Illés utca']"
2014-08-24,2014,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4904083333333,19.1045638888889,0,1,0,1,POINT (654304.1239456035 238498.00022807703),egy jármű,[' Asztalos Sándor út']
2014-08-25,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4955888888889,19.0658638888889,0,0,1,2,POINT (651387.807638907 239072.58272670885),gyalogos,"['Club 93', ' 2/a', ' Vas utca']"
2014-08-26,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése, az egyik előz vagy forgalmi sávot vált",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4938527777778,19.06035,0,0,1,2,POINT (650972.3852647126 238879.49285177927),jármű-jármű,Múzeum körút
2014-08-30,2014,Budapest VIII. kerület,súlyos sérüléses,"Egyenes úton szembe haladó járművek ütközése, az egyik résztvevő előz  vagy forgalmi sávot vált",egyéb,szembejövő forgalom zavarása,47.4892472222222,19.0925027777778,0,1,2,2,POINT (653395.3469941688 238368.3326637018),jármű-jármű,['Kőbányai út']
2014-08-30,2014,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával ellentétes irányba.",gyalogosok hibája,tiltott helyen való áthaladás,47.4911944444444,19.108775,0,0,1,2,POINT (654621.3794659417 238585.6320867513),gyalogos,"['Hidegkuti Nándor Stadion', ' Hungária körút']"
2014-08-31,2014,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.479475,19.1015222222222,0,0,1,2,POINT (654075.7464755382 237282.3276673142),jármű-jármű,Allianz székház / K3 irodaház  48-52  Könyves Kálmán körút
2014-08-31,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4867916666667,19.1063777777778,0,0,1,1,POINT (654441.1045523449 238096.01657819256),jármű-jármű,"['35-ös áruház', ' Kőbányai út']"
2014-09-01,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, azonos irányba továbbhaladó  járművek ütközése, az egyik jármű JOBBRA  kanyarodik",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4852222222222,19.0960388888889,0,0,1,2,POINT (653662.0836750424 237921.0089470787),jármű-jármű,"['Delej utca', ' Vajda Péter utca']"
2014-09-02,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4920305555556,19.0788777777778,0,0,1,2,POINT (652368.5101014525 238677.28263507536),gyalogos,[' Mátyás tér']
2014-09-03,2014,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4818972222222,19.0934944444444,0,0,1,3,POINT (653470.544003053 237551.2390211211),jármű-jármű,"['Elnök utca', ' Orczy út']"
2014-09-04,2014,Budapest VIII. kerület,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4951361111111,19.1088166666667,0,0,2,3,POINT (654624.1814086023 239023.85009735858),jármű-jármű,"['Lidl', ' 26', ' Hungária körút']"
2014-09-05,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4890444444444,19.0662305555556,0,0,1,2,POINT (651415.5989666589 238345.00893441573),gyalogos,[' Baross utca']
2014-09-06,2014,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4913888888889,19.0857194444444,0,0,1,2,POINT (652884.0732560231 238606.16765145664),jármű-jármű,[' Magdolna utca']
2014-09-07,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4947111111111,19.0758361111111,0,0,2,2,POINT (652139.2122786421 238975.20963846386),jármű-jármű, Auróra utca  Józsefváros
2014-09-08,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4857305555556,19.0774027777778,0,0,1,2,POINT (652257.6250759359 237976.83749635192),jármű-jármű,['Corvin sétány']
2014-09-11,2014,Budapest VIII. kerület,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,egyéb,"figyelmetlen, gondatlan vezetés",47.4822777777778,19.0800472222222,0,0,1,2,POINT (652457.0659632317 237593.0519951235),jármű-jármű,Semmelweis Klinikák M  Üllői út
2014-09-12,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4966083333333,19.0687472222222,0,0,1,3,POINT (651605.027053941 239185.97184912546),jármű-jármű,Rákóczi út
2014-09-13,2014,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,egyéb,egyéb,47.4848416666667,19.0993305555556,0,0,1,1,POINT (653910.1747366687 237878.8565586833),gyalogos,"['203-as épület', ' Golgota út', ' Kolónia']"
2014-09-14,2014,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4926111111111,19.0832472222222,0,0,2,2,POINT (652697.725288616 238741.9628577565),jármű-jármű,[' Szerdahelyi utca']
2014-09-14,2014,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában",gyalogosok hibája,tilos jelzésen való áthaladás,47.497,19.070525,0,0,1,2,POINT (651738.9613266981 239229.55161561532),gyalogos,"['Citychange', ' Blaha Lujza téri aluljáró']"
